TemplateID	Regex	Tag	Category	Group
226	LustreError.*zero\s*out\s*clclient\s*at\s*.*in\s*last_rcvd,\s*rc\s*\-30	LUSTRE_READ_ONLY_FS	LUSTRE	STORAGE
227	\s*ALERT:\s*cannot\s*cancel\s*job\s*\w+	MOAB_CANNOT_CANCEL_JOB	MOAB	SCHEDULING
228	md:\s*super_written\s*gets\s*error	SONEXION_IO_ERROR	SONEXION	STORAGE
229	error:\s*Nodes\s*\S+\s*not\s*responding,\s*setting\s*DOWN	SONEXION_NODE_DOWN	SONEXION	STORAGE
230	lock\s*callback\s*timer\s*expired\s*after\s*\d+s:\s*evicting\s*client\s*at	LUSTRE_EVICT	LUSTRE	STORAGE
231	LustreError:\s*89685:.*in\s*last_rcvd,\s*rc\s*\-30	LUSTRE_READ_ONLY_FS	LUSTRE	STORAGE
232	\S+\s*\S+\s*trap\s*divide\s*error\s*ip	MPI_USER_EXCEPTION	USER_SW	SYS/USER_SW
233	begins\s*to\s*drop\s*messages\s*from	cray_hsn_CONGESTION	cray_hsn	NETWORK
234	recovery\s*is\s*aborted,\s*evict\s*exports\s*in\s*recovery	LUSTRE_FAILOVER_ERROR	LUSTRE	STORAGE
235	LustreError:.*\-5	LUSTRE_IO_ERROR	LUSTRE	STORAGE
236	Lustre.*has\s*failed\s*due\s*to\s*network\s*error	LUSTRE_NETWORK_ERROR	LUSTRE	STORAGE
237	Lustre:.*message\s*send\s*failed\s*\(\-32\)	LUSTRE_SEND_FAILED	LUSTRE	STORAGE
238	cray_hsn\s*Error:\s*lost\s*\d+\s*messages?\s*due\s*to\s*full	cray_hsn_BUFFER_OVERFLOW	cray_hsn	NETWORK
239	send_search_entry:.*\s*failed.	LDAP_UPDATE_FAILED	OTHER	SYS/USER_SW
240	Q\s*datagram\s*to\s*\S+\s*timed\s*out\s*	LNET_DGRAM	LNET	NETWORK
241	host\d+:\s*ib_srp:\s*Connection\s*failed	INFINIBAND_CONNECTION_FAILED	INFINIBAND	NETWORK
242	ERROR:\s*Controller\s*\w+\s*disk\s*count\s*mismatch.	SONEXION_CONTROLLER_ERROR	SONEXION	STORAGE
243	fs\s*error	SONEXION_FILESYSTEM_ERROR	SONEXION	STORAGE
244	\s*ERROR:\s*cannot\s*cancel\s*account\s*reservation\s*for\s*job	MOAB_CANNOT_CANCEL_RES	MOAB	SCHEDULING
245	Lustre:.*Unexpectedly\s*long\s*timeout:\s*	LUSTRE_TIMEOUT	LUSTRE	STORAGE
246	SSID\s*Remote\s*Request\s*HT\s*Data\s*Error:	cray_hsn_DATA_ERROR	cray_hsn	NETWORK
247	obd_enqueue\s*returned\s*rc\s*\-\d+,\s*returning\s*\-EIO	LNET_IO_ERROR	LNET	NETWORK
248	Lustre:.*evicting.*at\s*adminstrative\s*request	LUSTRE_EVICT	LUSTRE	STORAGE
249	Blade\s*Controller\s*Heartbeat\s*Fault	BLADE_HEARTBEAT	HEALTH_CHECK	RESILIENCY_ARCHITECTURE
250	SysRq\s*:\s*Trigger\s*a\s*crash	SONEXION_CRASH	SONEXION	STORAGE
251	Error\s*during\s*route\s*computation	cray_hsn_ROUTING_FAILURE	cray_hsn	NETWORK
252	Lustre:\s*Evicted\s*from.*after\s*server\s*handle\s*changed\s*from	LUSTRE_EVICT	LUSTRE	STORAGE
253	was\s*evicted\s*due\s*to\s*a\s*lock\s*blocking\s*callback\s*time\s*out	LUSTRE_EVICT	LUSTRE	STORAGE
254	md:\s*super_written\s*gets\s*error	SONEXION_RAID_CONTROLLER	SONEXION	STORAGE
255	Unable\s*to\s*reset\s*this\s*GPU	GPU_UNABLE_TO_RESET	GPU_DRIVERS	SYS/USER_SW
256	DVS:.*\s*failed\s*\-116	DVS	DVS	RESILIENCY_ARCHITECTURE
257	LustreError:.*Timed\s*out\s*tx:\s*tx_queue,\s*\d+\s*seconds	LUSTRE_TIMEOUT	LUSTRE	STORAGE
258	\s*ALERT:\s*cannot\s*run\s*reserved\s*job\s*.*cannot\s*start\s*job.*RM\s*failure	MOAB_MOM_MISCOMMUNICATION	MOAB	SCHEDULING
259	State\s*change\s*failed:	SONEXION_FAILOVER_ERROR	SONEXION	STORAGE
260	Reported\s*1\d+kernel\s*oopses\s*to\s*Abo?rt	OOPS	OS	SYS/USER_SW
261	krsip:\s*resource\s*\d+\s*expired;	RSIP	OTHER	SYS/USER_SW
262	ALERT:\s*Valere\s*communication\s*fault.	VRM	HARDWARE	BLADE/NODE
263	Unable\s*to\s*send\s*REPLY\s*fo	LNET_CONNECTION_FAILED	LNET	NETWORK
264	closing\s*conn\s*to\s*\S+\@gni:\s*error\s*\-110	LNET_TIMEOUT	LNET	NETWORK
265	node_health.*\(xtcheckhealth\)\s*ERROR:	NODE_HEALTH	HEALTH_CHECK	RESILIENCY_ARCHITECTURE
266	Dropping\s*packet\s*with\s*stale\s*timestamp	SONEXION_PACKET_DROP	SONEXION	STORAGE
267	LustreError:.*ptlrpc_queue_wait\s*failed,\s*rc:\s*\-3	LUSTRE_QUOTA	LUSTRE	STORAGE
268	FATAL:\s*Error\s*inserting\s*\w+\s*\S+\s*No\s*such\s*device	SONEXION_ENCRIPTION	SONEXION	STORAGE
269	ERROR:\s*stopping\s*RAID\s*snx11002n003:md66\s*failed	SONEXION_RAID_CONTROLLER	SONEXION	STORAGE
270	\@gni:\s*error\s*\-116	LNET_STALE	LNET	NETWORK
271	LustreError:.*MDT.*Not\s*available\s*for\s*connect\s*from.*\(not\s*set\s*up\)	LUSTRE_MDS_DEVICE_BUSY	LUSTRE	STORAGE
272	Something\s*wrong\s*happened:\s*	SONEXION_FILESYSTEM_ERROR	SONEXION	STORAGE
273	Failed\s*to\s*.*unable\s*to\s*open\s*console:\s*Input\/output\s*error	SONEXION_IO_ERROR	SONEXION	STORAGE
274	raid.*read\s*error\s*NOT\s*corrected	SONEXION_UNCORRECTABLE_READ_ERROR	SONEXION	STORAGE
275	LustreError:.*Trying\s*to\s*overwrite\s*bigger\s*transno:	LUSTRE_FAILOVER_ERROR	LUSTRE	STORAGE
276	create_conn\(\).*Can\'t\s*create	LNET_BAD_FILE_NUMBER	LNET	NETWORK
277	\S+:\s*FATAL:\s*Module\s*\S+\s*not\s*found.	MODULE_MISSING	USER_SW	SYS/USER_SW
278	lost\s*page\s*write\s*due\s*to\s*I\/O\s*error\s*on	SONEXION_IO_ERROR	SONEXION	STORAGE
279	:Bad\s*RX\s*packet\s*error:\s*status.*location	cray_hsn_PACKET_ERROR	cray_hsn	NETWORK
280	nss-ldap:\s*do_open:\s*do_start_tls\s*failed:stat=-1	LDAP_TLS	OTHER	SYS/USER_SW
281	Libgcrypt\s*notice:\s*state\s*transition\s*Power\-On\s*=>\s*Fatal\-Error	SONEXION_IPMI	SONEXION	STORAGE
282	one\s*or\s*more\s*blades\s*had\s*failed\s*route\s*command	cray_hsn_ROUTING_FAILURE	cray_hsn	NETWORK
283	LustreError:.*\s*\-4	LUSTRE_INTERRUPTED_SYSCALL	LUSTRE	STORAGE
284	exit\s*due\s*to\s*link\s*recovery\s*failure	cray_hsn_LINK_RECOVERY_FAILED	cray_hsn	NETWORK
285	\(.*negotiation\s*failure\)	cray_hsn_NEGOTIATION_FAILURE	cray_hsn	NETWORK
286	\s*Fatal:\s*LDAPService	LDAP_UNAVAILABLE	OTHER	SYS/USER_SW
287	LustreError.*OST.*is\s*not\s*available\s*for\s*connect\s*\(no\s*target\).*	LUSTRE_OST_NOT_AVAILABLE	LUSTRE	STORAGE
288	LustreError:.*ldlm_cli_enqueue\s*error:\s*\-108	LUSTRE_TRANSPORT_END_SHUTDOWN	LUSTRE	STORAGE
289	\s*ERROR:\s*close\s*failed\s*in\s*\w+Disconnect,\s*	MOAB_CONNECTION	MOAB	SCHEDULING
290	Error\s*reading\s*block\s*bitmap\s*for	SONEXION_BITMAP_READ_ERROR	SONEXION	STORAGE
291	\(xtcheckhealth\)\s*ERROR:	ALPS_NODE_HEALTH	ALPS	SCHEDULING
292	network\s*chips?\s*having\s*alerts?	cray_hsn_CHIP_ERROR	cray_hsn	NETWORK
293	Closing\s*conn\s*to\s*.*error\s*-5\(waiting\)	LNET_IO_ERROR	LNET	NETWORK
294	Dropping\s*GET\s*\(error\s*\-108\s*looking\s*up\s*sender\)	LNET_TRANSPORT_SHUTDOWN	LNET	NETWORK
295	send_slot_down_rsp:\s*number\s*of\s*\S+\s*failed:	BLADE_FAILURE	HARDWARE	BLADE/NODE
296	LustreError:.*error\s*on\s*stripe\s*info\s*copy\s*\-28\s*	LUSTRE_NO_SPACE_LEFT	LUSTRE	STORAGE
297	ERROR:\s*Error\s*running\s*send_\s+.\s*Error:\s*Timeout\s*after\s*\d+\s*seconds\s*	SONEXION_TIMEOUT	SONEXION	STORAGE
298	krca_get_sysnodes\s*failed\s*-12	LNET_OOM	LNET	NETWORK
299	LOG_ERROR.*setting\s*node\s*state\s*to\s*down	LNET_NODE_DEAD	LNET	NETWORK
300	LustreError:.*ptlrpc_queue_wait\s*failed,\s*rc:\s*\-121	LUSTRE_QUOTA	LUSTRE	STORAGE
301	LustreError:.*\s*fid\s*allocation\s*result:\s*\-108	LUSTRE_TRANSPORT_END_SHUTDOWN	LUSTRE	STORAGE
302	Received\s*node\s*event\.*ec_node_unavailable	EC_NODE_UNAVAILABLE	HEALTH_CHECK	RESILIENCY_ARCHITECTURE
303	register\s*fmablk\s*failed	cray_hsn_FMA	cray_hsn	NETWORK
304	LustreError:.*OST.*Not\s*available\s*for\s*connect\s*from.*\(not\s*set\s*up\)	LUSTRE_OST_DEVICE_BUSY	LUSTRE	STORAGE
305	cb_hw_error:\s*handling\s*corrupted\s*routing\s*table\s*error	cray_hsn_CORRUPT_ROUTING_TABLES	cray_hsn	NETWORK
306	dispatch:\s*current_state\s*aggregate_failures	GENERIC_HARDWARE_ERROR	HARDWARE	BLADE/NODE
307	LNetError.*Timed\s*out\s*tx:\s*tx_queue,\s*\d+\s*seconds	LNET_TIMEOUT	LNET	NETWORK
308	EMsg=Basil\s*request\s*returned\s*PERMANENT\s*BACKEND\s*FAILURE\s*response:	MOAB_PERMANENT_BACKEND_FAILURE	MOAB	SCHEDULING
309	Error\s*reading.*HT.*Input\/output\s*error	cray_hsn_DATA_ERROR	cray_hsn	NETWORK
310	LNet:.*\s*error\s*\-62\s*on	LNET_TIMEOUT	LNET	NETWORK
311	Lustre:.*\s*ignoring\s*bulk\s*IO\s*comm\s*error\s*with\s*	LUSTRE_IO_ERROR	LUSTRE	STORAGE
312	\s*ERROR:\s*job\s*.\d+.\s*cannot\s*be\s*cancelled:	MOAB_CANNOT_CANCEL_JOB	MOAB	SCHEDULING
313	installercertificatesdrbdres:.*conn\(\s*NetworkFailure\s*\->\s*Disconnecting\s*\)\s*	DRBD_NETWORK_FAILURE	OTHER	SYS/USER_SW
314	cb_node_unavailable:	NODE_UNAVAILABLE	HEALTH_CHECK	RESILIENCY_ARCHITECTURE
315	ERROR:\s*Passive\s*checks\s*terminated\s*due\s*to\s*Runtime\s*exception!	SONEXION_EXCEPTION	SONEXION	STORAGE
316	apevent.*failed:\s*apevent\s*socket\s*not\s*set\s*up	ALPS_CONNECTION	ALPS	SCHEDULING
317	Received\s*a\s*signal\.\s*Killed\s*accelerator\s*test	ALPS_KILLED_APID	ALPS	SCHEDULING
318	LustreError:.*status\s*\-113,	LUSTRE_NO_ROUTE_TO_HOST	LUSTRE	STORAGE
319	LOG_ALERT::obit_reply,\s*server\s*rejected\s*job\s*obit\s*\-\s*unexpected\s*job\s*state	MOAB_UNEXPECTED_JOB_STATE	MOAB	SCHEDULING
320	Blade\s*Controller\s*Heartbeat\s*Fault	BLADE_HEARTBEAT	HEALTH_CHECK	RESILIENCY_ARCHITECTURE
321	Lustre.*Aborting\s*recovery.	LUSTRE_FAILOVER_ERROR	LUSTRE	STORAGE
322	LBUG	LUSTRE_LBUG	LUSTRE	STORAGE
323	LOG_ERROR::send_hierarchy,\s*Could\s*not\s*send\s*mom\s*hierarchy\s*to\s*host	MOM_CANNOT_SEND_HIERARCHY	MOAB	SCHEDULING
324	LOG_ERROR::kill_job_on_mom,	MOM_JOB_KILL	MOAB	SCHEDULING
325	JBD2:\s*Detected\s*IO\s*errors\s*while\s*flushing\s*file	SONEXION_IO_ERROR	SONEXION	STORAGE
326	LDISKFS-fs\s*error\s*.*Couldn.t\s*clean\s*up\s*the\s*journal	SONEXION_JOURNAL_ISSUE	SONEXION	STORAGE
327	xybridge:\s*more\s*than\s*\d+\s*link\s*class\s*errors\s*in\s*a\s*row\s*occurred	SONEXION_RAID_CONTROLLER	SONEXION	STORAGE
328	Send\s*Packet\s*Length\s*Error\s*	cray_hsn_PACKET_ERROR	cray_hsn	NETWORK
329	could\s*not\s*search\s*LDAP\s*server	LDAP_UNAVAILABLE	OTHER	SYS/USER_SW
330	LNet:\s*critical\s*hardware\s*error	LNET_CRITICAL_HARDWARE_ERROR	LNET	NETWORK
331	error\s*-12.*could\s*not\s*post\s*wildcard\s*datagram	LNET_OOM	LNET	NETWORK
332	Is\s*node\s*down?	LNET_NODE_DEAD	LNET	NETWORK
333	Communicating\s*with\s*.*operation\s*mds_connect\s*failed\s*with\s*-\16.	LUSTRE_DEVICE_BUSY	LUSTRE	STORAGE
334	LustreError:.*an\s*error\s*occurred\s*while\s*communicating\s*with\s*\S+.\s*The\s*mds_close\s*operation\s*failed\s*with\s*\-13	LUSTRE_PERMISSION_DENIED	LUSTRE	STORAGE
335	Lustre:.*Request\s*sent\s*has\s*timed\s*out\s*for\s*slow\s*reply	LUSTRE_TIMEOUT	LUSTRE	STORAGE
336	LOG_ERROR::PBS\s*server\s*internal\s*error	MOAB_INTERNAL_ERROR	MOAB	SCHEDULING
337	LUSTRE.*I\s*am\s*evicting	LUSTRE_EVICT	LUSTRE	STORAGE
338	HARDWARE\s*ERROR	NODE/BLADE	HARDWARE	BLADE/NODE
339	LNet.*closing\s*conn.*error\s*\-71	LNET_PROTOCOL_ERROR	LNET	NETWORK
340	LNet.*Closed\s*conn.*errno\s*\-71	LNET_PROTOCOL_ERROR	LNET	NETWORK
341	Connection\s*to\s*service\s*snx.*was\s*lost;\s*in\s*progress\s*operations\s*using\s*this\s*service\s*will\s*wait\s*for\s*recovery\s*to\s*complete	LUSTRE_WAITING_RECOVERY	LUSTRE	STORAGE
342	LNet.*errno\s*\-110.*	LNET_TIMEOUT	LNET	NETWORK
343	Request.*from\s*snx.*has\s*timed\s*out.*	LUSTRE_TIMEOUT	LUSTRE	STORAGE
344	LNet.*peer\s*not\s*alive	LNET_PEER_NOT_ALIVE	LNET	NETWORK
345	LustreError.*rc\s*=\s*\-116	LUSTRE_STALE_NFS_HANDLE	LUSTRE	STORAGE
346	nss_ldap.*failed\s*to\s*bind\s*to\s*LDAP.*	LDAP_UNAVAILABLE	OTHER	SYS/USER_SW
347	Lustre.*evicting	LUSTRE_EVICT	LUSTRE	STORAGE
348	all\s*routers\s*down	LNET_NO_ROUTERS	LNET	NETWORK
349	gni:.*error\s\-71	cray_hsn_PROTOCOL_ERROR	cray_hsn	NETWORK
350	gni:.*error\s\-64	cray_hsn_MACHINE_NOT_ONLINE	cray_hsn	NETWORK
351	read_gpu_id:\swriteCmd\sfailed\swith\s0x80\serror	GPU_LINK_SPEED_ERROR	GPU_PCIE	BLADE/NODE
352	read_oob_GPU:\swriteCmd\sfailed\swith\s0x80\serror	GPU_LINK_SPEED_ERROR	GPU_PCIE	BLADE/NODE
353	read_gpu_id:\swriteCmd\sfailed\swith\s0x2\serror	GPU_PCI_BUS_WIDTH_MISMATCH	GPU_PCIE	BLADE/NODE
354	read_oob_GPU:\swriteCmd\sfailed\swith\s0x2\serror	GPU_PCI_BUS_WIDTH_MISMATCH	GPU_PCIE	BLADE/NODE
355	probe_gpu_info:\sGPU.*not\spresent	GPU_NOT_PRESENT	GPU_DRIVERS	SYS/USER_SW
356	CUDA_ERROR_INVALID_DEVICE	GPU_INVALID_DEVICE	GPU_DRIVERS	SYS/USER_SW
357	An\suncorrectable\sdouble\sbit\serror\s(DBE)\shas\sbeen\sdetected\son\sGPU	GPU_DBE	GPU_MEM	BLADE/NODE
358	ECC\sError\s(DBE\sError)	GPU_DBE	GPU_MEM	BLADE/NODE
359	HWERR:.*Operating\sSystem\sError	OS_ERROR	OS	SYS/USER_SW
360	Unknown\sGPU\sError\sCode	GPU_UNKNOWN_ERROR	GPU_UNKNOWN	SYS/USER_SW
361	can\'t\sfind\ssymbol\sl0sys_gpu_power	GPU_SYMBOL_NOT_FOUND	GPU_POWER	BLADE/NODE
362	l0sys[a-zA-Z0-9\s]*adding\sgpu\sflag\sto\spower\son\sflags	GPU_POWER_FLAGS	GPU_POWER	BLADE/NODE
363	calling\sfpga\sdriver\sto\scontrol\spower\sto 	GPU_POWER_FLAGS	GPU_POWER	BLADE/NODE
364	l0sys_set_gpuinfo:[a-zA-Z0-9\s]*accel[A-Za-z0-9\s]*flags	GPU_ACCEL	GPU_UNKNOWN	BLADE/NODE
365	get_gpus_disabled:[a-zA-Z0-9\s]*accel[A-Za-z0-9\s]*	GPU_ACCEL	GPU_UNKNOWN	BLADE/NODE
366	PCIe\slink\swidth\smismatch	GPU_PCI_BUS_WIDTH_MISMATCH	GPU_PCIE	BLADE/NODE
367	NVRM:\sGPU\sat	GPU_NVRM	GPU_MEM	BLADE/NODE
368	BAX\sblade\sdetected\;\sgpu	GPU_UNKNOWN_ERROR	GPU_UNKNOWN	BLADE/NODE
369	HWERR:[a-zA-Z0-9\s*]*:Unknown\sGPU\sError\sCode:	GPU_UNKNOWN_ERROR	GPU_UNKNOWN	BLADE/NODE
370	Unknown\scuda\sresult	GPU_UNKNOWN_ERROR	GPU_UNKNOWN	SYS/USER_SW
371	gpu[a-zA-Z0-9\s*]*\[[0-9]*\]:\ssegfault	GPU_SEG_FAULT	GPU_USER_SW	SYS/USER_SW
372	needs\sto\sbe\sreadable\sand\sexecutable	GPU_BIN_NOT_EXEC	GPU_USER_SW	SYS/USER_SW
1001	Xid\s*\(\d*:\d*:\d*\):\s*1,	GPU_PUSH_BUFFER_STREAM	GPU_PCIE	NODE/BLADE
1002	Xid\s*\(\d*:\d*:\d*\):\s*2,	GPU_PUSH_BUFFER_STREAM	GPU_PCIE	NODE/BLADE
1003	Xid\s*\(\d*:\d*:\d*\):\s*3[,\s]*	GPU_PUSH_BUFFER_STREAM	GPU_PCIE	NODE/BLADE
1004	Xid\s*\(\d*:\d*:\d*\):\s*4,	GPU_PUSH_BUFFER_STREAM	GPU_PCIE	NODE/BLADE
1005	Xid\s*\(\d*:\d*:\d*\):\s*5,	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1006	Xid\s*\(\d*:\d*:\d*\):\s*6,	GPU_PUSH_BUFFER_STREAM	GPU_PCIE	NODE/BLADE
1007	Xid\s*\(\d*:\d*:\d*\):\s*7	GPU_PUSH_BUFFER_STREAM	GPU_PCIE	NODE/BLADE
1008	Xid\s*\(\d*:\d*:\d*\):\s*8	GPU_STOPPED_PROCESSING_XID_8	GPU_USER_DRIVERS	SYS/USER_SW
1009	Xid\s*\(\d*:\d*:\d*\):\s*9	Driver_error_programming_GPU	GPU_USER_DRIVERS	SYS/USER_SW
1010	Xid\s*\(\d*:\d*:\d*\):\s*10	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1011	Xid\s*\(\d*:\d*:\d*\):\s*11	GPU_PUSH_BUFFER_STREAM	GPU_PCIE	NODE/BLADE
1012	Xid\s*\(\d*:\d*:\d*\):\s*12	GPU_DRIVER_ERROR	GPU_DRIVERS	SYS/USER_SW
1013	Xid\s*\(\d*:\d*:\d*\):\s*13	GPU_GRAPHIC_ENGINE_EXCEPTION	GPU_USER_APP	SYS/USER_SW
1014	Xid\s*\(\d*:\d*:\d*\):\s*14	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1015	Xid\s*\(\d*:\d*:\d*\):\s*15	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1016	Xid\s*\(\d*:\d*:\d*\):\s*16	Display_engine_hung	GPU_USER_DRIVERS	SYS/USER_SW
1017	Xid\s*\(\d*:\d*:\d*\):\s*17	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1018	Xid\s*\(\d*:\d*:\d*\):\s*18	Bus_mastering_disabled_in_PCI_Config_Space	GPU_USER_DRIVERS	SYS/USER_SW
1019	Xid\s*\(\d*:\d*:\d*\):\s*19	Display_Engine_error	GPU_USER_DRIVERS	SYS/USER_SW
1020	Xid\s*\(\d*:\d*:\d*\):\s*20	Mpeg_push_buffer	GPU_USER_DRIVERS	SYS/USER_SW
1021	Xid\s*\(\d*:\d*:\d*\):\s*21	Motion_Estimation_push_buffer	GPU_USER_DRIVERS	SYS/USER_SW
1022	Xid\s*\(\d*:\d*:\d*\):\s*22	Video_Processor_push_buffer	GPU_USER_DRIVERS	SYS/USER_SW
1023	Xid\s*\(\d*:\d*:\d*\):\s*23	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1024	Xid\s*\(\d*:\d*:\d*\):\s*24	GPU_semaphore_timeout	GPU_USER_DRIVERS	SYS/USER_SW
1025	Xid\s*\(\d*:\d*:\d*\):\s*25	Invalid_or_illegal_push_buffer_stream	GPU_USER_DRIVERS	SYS/USER_SW
1026	Xid\s*\(\d*:\d*:\d*\):\s*26	Framebuffer_timeout	GPU_USER_DRIVERS	SYS/USER_SW
1027	Xid\s*\(\d*:\d*:\d*\):\s*27	Video_processor_exception	GPU_USER_DRIVERS	SYS/USER_SW
1028	Xid\s*\(\d*:\d*:\d*\):\s*28	Video_processor_exception	GPU_USER_DRIVERS	SYS/USER_SW
1029	Xid\s*\(\d*:\d*:\d*\):\s*29	Video_processor_exception	GPU_USER_DRIVERS	SYS/USER_SW
1030	Xid\s*\(\d*:\d*:\d*\):\s*30	GPU_semaphore_access_error	GPU_USER_DRIVERS	SYS/USER_SW
1031	Xid\s*\(\d*:\d*:\d*\):\s*31	GPU_MMU_ERROR	GPU_USER_DRIVERS	SYS/USER_SW
1032	Xid\s*\(\d*:\d*:\d*\):\s*32[,\)\s]*	GPU_PUSH_BUFFER_STREAM	GPU_PCIE	NODE/BLADE
1033	Xid\s*\(\d*:\d*:\d*\):\s*33	GPU_MICROCONTROLLER_ERROR	GPU_HARDWARE	BLADE/NODE
1034	Xid\s*\(\d*:\d*:\d*\):\s*34	Video_processor_exception	GPU_USER_DRIVERS	SYS/USER_SW
1035	Xid\s*\(\d*:\d*:\d*\):\s*35	Video_processor_exception	GPU_USER_DRIVERS	SYS/USER_SW
1036	Xid\s*\(\d*:\d*:\d*\):\s*36	Video_processor_exception	GPU_USER_DRIVERS	SYS/USER_SW
1037	Xid\s*\(\d*:\d*:\d*\):\s*37	Driver_firmware_error	GPU_USER_DRIVERS	SYS/USER_SW
1038	Xid\s*\(\d*:\d*:\d*\):\s*38	GPU_FIRMWARE_DRIVERS	GPU_DRIVERS	SYS/USER_SW
1039	Xid\s*\(\d*:\d*:\d*\):\s*39	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1040	Xid\s*\(\d*:\d*:\d*\):\s*40	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1041	Xid\s*\(\d*:\d*:\d*\):\s*41	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1042	Xid\s*\(\d*:\d*:\d*\):\s*42	Video_processor_exception	GPU_USER_DRIVERS	SYS/USER_SW
1043	Xid\s*\(\d*:\d*:\d*\):\s*43	GPU_STOPPED_PROCESSING_XID_43	GPU_DRIVERS	SYS/USER_SW
1044	Xid\s*\(\d*:\d*:\d*\):\s*44	Graphics_Engine_fault_during_context_switch	GPU_HARDWARE	BLADE/NODE
1045	Xid\s*\(\d*:\d*:\d*\):\s*45	GPU_PREEMPTIVE_CLEANUP	GPU_DRIVERS	SYS/USER_SW
1046	Xid\s*\(\d*:\d*:\d*\):\s*46	GPU_stopped_processing	GPU_USER_DRIVERS	SYS/USER_SW
1047	Xid\s*\(\d*:\d*:\d*\):\s*47	Video_processor_exception	GPU_USER_DRIVERS	SYS/USER_SW
1048	Xid\s*\(\d*:\d*:\d*\):\s*48	GPU_DBE	GPU_MEM	BLADE/NODE
1049	Xid\s*\(\d*:\d*:\d*\):\s*49	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1050	Xid\s*\(\d*:\d*:\d*\):\s*50	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1051	Xid\s*\(\d*:\d*:\d*\):\s*51	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1052	Xid\s*\(\d*:\d*:\d*\):\s*52	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1053	Xid\s*\(\d*:\d*:\d*\):\s*53	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1054	Xid\s*\(\d*:\d*:\d*\):\s*54	Aux_power_not_connected_to_GPU	GPU_HARDWARE	BLADE/NODE
1055	Xid\s*\(\d*:\d*:\d*\):\s*55	GPU_UNUSED	GPU_UNUSED	GPU_UNUSED
1056	Xid\s*\(\d*:\d*:\d*\):\s*56	Display_Engine_error	GPU_DRIVERS	SYS/USER_SW
1057	Xid\s*\(\d*:\d*:\d*\):\s*57	Error_programming_video_memory_interface	GPU_DRIVERS	SYS/USER_SW
1058	Xid\s*\(\d*:\d*:\d*\):\s*58	Unstable_video_memory_interface_detected	GPU_DRIVERS	SYS/USER_SW
1059	Xid\s*\(\d*:\d*:\d*\):\s*59	GPU_MICROCONTROLLER_ERROR	GPU_HARDWARE	BLADE/NODE
1060	Xid\s*\(\d*:\d*:\d*\):\s*60	Video_processor_exception	GPU_USER_DRIVERS	SYS/USER_SW
1061	Xid\s*\(\d*:\d*:\d*\):\s*61	Internal_micro-controller_breakpoint_warning	GPU_DRIVERS	SYS/USER_SW
1062	Xid\s*\(\d*:\d*:\d*\):\s*62	GPU_MICROCONTROLLER_HALT	GPU_HARDWARE	BLADE/NODE
1063	Xid\s*\(\d*:\d*:\d*\):\s*63	ECC_PAGE_RETIREMENT	GPU_DRIVERS	SYS/USER_SW
1064	Xid\s*\(\d*:\d*:\d*\):\s*64	ECC_page_retirement_recording_failure	GPU_HARDWARE	BLADE/NODE
1065	Xid\s*\(\d*:\d*:\d*\):\s*65	Video_processor_exception	GPU_USER_DRIVERS	SYS/USER_SW
1066	Xid\s*\(\d*:\d*:\d*\):\s*66	Illegal_access_by_driver	GPU_DRIVERS	SYS/USER_SW
1067	Xid\s*\(\d*:\d*:\d*\):\s*67	Illegal_access_by_driver	GPU_DRIVERS	SYS/USER_SW
1068	Xid\s*\(\d*:\d*:\d*\):\s*68	Video_processor_exception	GPU_USER_DRIVERS	SYS/USER_SW
2001	HSN\sASIC\sLCB\slane.*\sreinit\sfailed	lane_recovery_failed	cray_hsn_FAILOVER	cray_hsn
2002	TX\slanemask=[356]+	one_lane_down	cray_hsn_FAILOVER	cray_hsn
2003	TX\slanemask=[124]+	two_lane_down	cray_hsn_FAILOVER	cray_hsn
2004	TX\slanemask=0	three_lane_down	cray_hsn_FAILOVER	cray_hsn
2005	cb_hw_error: failed_component\s.*\stype\s23	link_failed	cray_hsn_FAILOVER	cray_hsn
2006	cb_hw_error:\sfailed_component\s.*\stype\s21	asic_failed	cray_hsn_FAILOVER	cray_hsn
2007	alert\|Mezzanine\sVoltage\sFault	mezzanine_power_failed	cray_hsn_FAILOVER	cray_hsn
2008	generic_rsp_timeout:\sERROR.*L0	blade_power_failed	cray_hsn_FAILOVER	cray_hsn
2009	dispatch:\scurrent_state warm_swap	warm_swap_started	cray_hsn_FAILOVER	cray_hsn
2010	bwsmw1\s[\d]+\sWarm\sswap\soperation\swas\ssuccessful	warm_swap_success	cray_hsn_FAILOVER	cray_hsn
